round nor_med_hf nor_med_slots nor_med_prob nor_med_lu nor_med_lc nor_min_hf nor_min_slots nor_min_prob nor_min_lu nor_min_lc nor_max_hf nor_max_slots nor_max_prob nor_max_lu nor_max_lc nvr_med_hf nvr_med_slots nvr_med_prob nvr_med_lu nvr_med_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc
110 7.0 113847862.0 0.00109999837457 113847872.0 59104123 7.0 96314782.0 0.00109999882145 96314792.0 50001824 7.0 130210008.0 0.00109999704417 130210018.0 67598531 7.0 109127863.0 0.00109999317798 109127873.0 56653735 7.0 92126521.0 0.00109999616301 92126531.0 47827489 7.0 124879785.0 0.00109999697825 124879795.0 64831346
120 7.0 138805166.0 0.00109999601232 138805176.0 72060707 7.0 117459627.0 0.00109999812286 117459637.0 60979171 7.0 158327417.0 0.0010999963963 158327427.0 82195684 7.0 133366156.0 0.00109999620847 133366166.0 69237045 7.0 112774952.0 0.00109999983086 112774962.0 58547122 7.0 152456379.0 0.0010999990278 152456389.0 79147734
130 7.0 167793954.0 0.00109999632531 167793964.0 87110236 7.0 142675321.0 0.00109999746482 142675331.0 74069898 7.0 190685394.0 0.00109999889602 190685404.0 98994327 7.0 161448152.0 0.0010999984577 161448162.0 83815813 7.0 137018851.0 0.00109999619984 137018861.0 71133342 7.0 184100934.0 0.00109999683885 184100944.0 95576005
140 7.0 201214672.0 0.00109999874765 201214682.0 104460602 7.0 171972034.0 0.00109999575202 171972044.0 89279287 7.0 228211298.0 0.00109999826991 228211308.0 118475901 7.0 193995926.0 0.00109999810867 193995936.0 100712990 7.0 165347983.0 0.00109999868081 165347993.0 85840411 7.0 220088141.0 0.0010999972484 220088151.0 114258764
150 7.0 239380970.0 0.00109999764297 239380980.0 124274636 7.0 205385096.0 0.00109999896809 205385106.0 106625678 7.0 272954994.0 0.00109999896142 272955004.0 141704590 7.0 231113611.0 0.00109999842914 231113621.0 119982636 7.0 198056608.0 0.00109999888677 198056618.0 102821093 7.0 263572109.0 0.00109999842301 263572119.0 136833466
160 7.0 282709834.0 0.00109999852317 282709844.0 146768816 7.0 241970326.0 0.00109999772895 241970336.0 125618900 7.0 323686177.0 0.00109999849013 323686187.0 168041684 7.0 273781245.0 0.0010999980184 273781255.0 142133539 7.0 234497268.0 0.00109999806608 234497278.0 121739262 7.0 313242240.0 0.00109999960544 313242250.0 162619714
170 7.0 332645044.0 0.00109999858674 332645054.0 172692680 7.0 283247072.0 0.00109999924029 283247082.0 147047723 7.0 381092182.0 0.00109999909672 381092192.0 197844011 7.0 322137422.0 0.00109999844591 322137432.0 167237648 7.0 274541322.0 0.00109999808777 274541332.0 142528133 7.0 369142331.0 0.00109999996584 369142341.0 191640246
180 7.0 389362179.0 0.00109999965617 389362189.0 202137380 7.0 330878008.0 0.00109999992597 330878018.0 171775323 7.0 445246944.0 0.00109999910071 445246954.0 231149956 7.0 377315496.0 0.00109999902429 377315506.0 195883345 7.0 320455116.0 0.00109999924348 320455126.0 166364279 7.0 432373760.0 0.00109999857353 432373770.0 224466843
190 7.0 453581091.0 0.00109999946766 453581101.0 235476629 7.0 386137686.0 0.00109999910723 386137696.0 200463385 7.0 518420296.0 0.00109999934188 518420306.0 269137902 7.0 440072894.0 0.00109999891935 440072904.0 228463848 7.0 373502556.0 0.00109999962815 373502566.0 193903857 7.0 503349109.0 0.00109999934201 503349119.0 261313695
200 7.0 525191920.0 0.00109999985296 525191930.0 272653390 7.0 448028622.0 0.0010999991457 448028632.0 232594064 7.0 603553910.0 0.00109999984084 603553920.0 313335018 7.0 509948517.0 0.00109999918715 509948527.0 264739778 7.0 434707966.0 0.00109999845701 434707976.0 225678646 7.0 584080242.0 0.00109999942481 584080252.0 303225263
