round nor_med_hf nor_med_slots nor_med_prob nor_med_lu nor_med_lc nor_min_hf nor_min_slots nor_min_prob nor_min_lu nor_min_lc nor_max_hf nor_max_slots nor_max_prob nor_max_lu nor_max_lc nvr_med_hf nvr_med_slots nvr_med_prob nvr_med_lu nvr_med_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc
110 5.0 76994262.0 0.0100999423279 76994272.0 40858550 5.0 65136782.0 0.0100999603696 65136792.0 34566141 5.0 88059808.0 0.0100999464105 88059818.0 46730704 5.0 73802063.0 0.0100999815497 73802073.0 39164546 5.0 62304321.0 0.0100999267173 62304331.0 33063039 5.0 84454985.0 0.0100999719402 84454995.0 44817732
120 5.0 93872566.0 0.0100999761772 93872576.0 49815360 5.0 79436827.0 0.0100999654964 79436837.0 42154746 5.0 107075317.0 0.0100999572229 107075327.0 56821664 5.0 90194256.0 0.0100999551792 90194266.0 47863391 5.0 76268652.0 0.0100999593494 76268662.0 40473491 5.0 103104779.0 0.0100999800193 103104789.0 54714618
130 5.0 113477354.0 0.0100999972556 113477364.0 60219033 5.0 96489921.0 0.0100999807661 96489931.0 51204312 5.0 128958694.0 0.0100999791456 128958704.0 68434515 5.0 109185852.0 0.0100999666661 109185862.0 57941661 5.0 92664551.0 0.0100999485248 92664561.0 49174303 5.0 124505634.0 0.0100999857641 124505644.0 66071410
140 5.0 136079572.0 0.0100999666256 136079582.0 72213352 5.0 116302934.0 0.0100999996979 116302944.0 61718483 5.0 154337098.0 0.0100999774321 154337108.0 81902073 5.0 131197526.0 0.0100999925874 131197536.0 69622596 5.0 111823283.0 0.0100999616193 111823293.0 59341267 5.0 148843441.0 0.0100999843809 148843451.0 78986754
150 5.0 161890970.0 0.0100999933853 161890980.0 85910686 5.0 138899996.0 0.0100999661989 138900006.0 73710066 5.0 184596794.0 0.0100999882377 184596804.0 97959986 5.0 156299911.0 0.0100999736878 156299921.0 82943679 5.0 133943808.0 0.010099966833 133943818.0 71079966 5.0 178251209.0 0.0100999952076 178251219.0 94592574
160 5.0 191193934.0 0.0100999766817 191193944.0 101460890 5.0 163642126.0 0.0100999933255 163642136.0 86839972 5.0 218905777.0 0.0100999901488 218905787.0 116166734 5.0 185155545.0 0.0100999918624 185155555.0 98256498 5.0 158588168.0 0.0100999965007 158588178.0 84157988 5.0 211842740.0 0.0100999772706 211842750.0 112418592
170 5.0 224964544.0 0.01009999808 224964554.0 119381940 5.0 191557272.0 0.0100999766913 191557282.0 101653703 5.0 257728882.0 0.010099997791 257728892.0 136768991 5.0 217858322.0 0.0100999987025 217858332.0 115610881 5.0 185669622.0 0.0100999823192 185669632.0 98529304 5.0 249647431.0 0.0100999800995 249647441.0 132480408
180 5.0 263321879.0 0.0100999840445 263321889.0 139737027 5.0 223769608.0 0.0100999867243 223769618.0 118747823 5.0 301116144.0 0.0100999930473 301116154.0 159793309 5.0 255174796.0 0.0100999861905 255174806.0 135413614 5.0 216720716.0 0.0100999789642 216720726.0 115007188 5.0 292410060.0 0.0100999997099 292410070.0 155173252
190 5.0 306752491.0 0.0100999862417 306752501.0 162784350 5.0 261141086.0 0.0100999987267 261141096.0 138579745 5.0 350602596.0 0.0100999895548 350602606.0 186054285 5.0 297616994.0 0.0100999863817 297617004.0 157936416 5.0 252596156.0 0.0100999865862 252596166.0 134045207 5.0 340410109.0 0.0100999892059 340410119.0 180645438
200 5.0 355182120.0 0.0100999997165 355182130.0 188484501 5.0 302997322.0 0.010099999897 302997332.0 160791594 5.0 408177610.0 0.0100999932265 408177620.0 216607618 5.0 344873217.0 0.0100999888791 344873227.0 183013875 5.0 293988766.0 0.010099985482 293988776.0 156011024 5.0 395007742.0 0.0100999905979 395007752.0 209618764
