round nor_med_hf nor_med_slots nor_med_prob nor_med_lu nor_med_lc nor_min_hf nor_min_slots nor_min_prob nor_min_lu nor_min_lc nor_max_hf nor_max_slots nor_max_prob nor_max_lu nor_max_lc nvr_med_hf nvr_med_slots nvr_med_prob nvr_med_lu nvr_med_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc
110 2.0 24667583.0 0.100999934464 24667593.0 11941582 2.0 20059160.0 0.100999663866 20059170 9711773 2.0 29113565.0 0.100999684393 29113575.0 14093882 2.0 23069984.0 0.100999808366 23069994.0 11168184 2.0 18641599.0 0.100998974999 18641609 9024903 2.0 27309442.0 0.100999603166 27309452.0 13220506
120 2.0 31440615.0 0.100999704648 31440625.0 15220407 2.0 25659354.0 0.100999628577 25659364.0 12421698 2.0 36858017.0 0.100999741665 36858027.0 17842971 2.0 29599705.0 0.10099939108 29599715.0 14329222 2.0 24073779.0 0.10099917997 24073789.0 11654121 2.0 34870879.0 0.100999572296 34870889.0 16880997
130 2.0 39545580.0 0.100999543051 39545590.0 19144020 2.0 32566621.0 0.100999809137 32566631.0 15765506 2.0 45944502.0 0.100999702408 45944512.0 22241738 2.0 37397678.0 0.1009997552 37397688.0 18104221 2.0 30652051.0 0.100999838554 30652061.0 14838663 2.0 43715842.0 0.100999622778 43715852.0 21162844
140 2.0 49103693.0 0.100999700898 49103703.0 23771103 2.0 40804249.0 0.10099981459 40804259.0 19753342 2.0 56774233.0 0.100999685086 56774243.0 27484411 2.0 46660347.0 0.100999677853 46660357.0 22588279 2.0 38562198.0 0.100999892054 38562208.0 18667965 2.0 54024776.0 0.100999613017 54024786.0 26153399
150 2.0 60231168.0 0.100999714009 60231178.0 29157913 2.0 50408437.0 0.100999850226 50408447.0 24402729 2.0 70056115.0 0.100999861291 70056125.0 33914170 2.0 57432909.0 0.100999688739 57432919.0 27803276 2.0 47927949.0 0.100999845396 47927959.0 23201925 2.0 66880230.0 0.100999970836 66880240.0 32376724
160 2.0 73086214.0 0.100999965931 73086224.0 35381041 2.0 61026551.0 0.100999693411 61026561.0 29542958 2.0 85330495.0 0.100999821108 85330505.0 41308497 2.0 70064125.0 0.100999977068 70064135.0 33918048 2.0 58497093.0 0.100999821479 58497103.0 28318448 2.0 81795558.0 0.100999754794 81795568.0 39597234
170 2.0 88138922.0 0.100999977186 88138932.0 42668057 2.0 73289404.0 0.100999864556 73289414.0 35479405 2.0 102805782.0 0.100999948947 102805792.0 49768284 2.0 84582400.0 0.100999920309 84582410.0 40946345 2.0 70342754.0 0.10099982066 70342764.0 34052932 2.0 98761131.0 0.100999889462 98761141.0 47810268
180 2.0 105459298.0 0.100999837504 105459308.0 51052851 2.0 87650960.0 0.100999894665 87650970.0 42431835 2.0 122539621.0 0.100999956184 122539631.0 59321435 2.0 101381815.0 0.100999850006 101381825.0 49078941 2.0 84123068.0 0.100999947727 84123078.0 40723982 2.0 118182437.0 0.100999877779 118182447.0 57212123
190 2.0 125290621.0 0.100999959388 125290631.0 60653194 2.0 104520610.0 0.100999895327 104520620.0 50598432 2.0 145303682.0 0.100999905973 145303692.0 70341517 2.0 120718524.0 0.100999840557 120718534.0 58439842 2.0 100243980.0 0.100999895139 100243990.0 48528116 2.0 140202495.0 0.100999907561 140202505.0 67872033
200 2.0 147611066.0 0.100999866166 147611076.0 71458522 2.0 123620460.0 0.100999891534 123620470.0 59844670 2.0 172086324.0 0.100999884996 172086334.0 83306994 2.0 142451563.0 0.100999909788 142451573.0 68960806 2.0 119111804.0 0.100999851006 119111814.0 57662029 2.0 165494956.0 0.100999963003 165494966.0 80116113
