round nor_med_hf nor_med_slots nor_med_prob nor_med_lu nor_med_lc nor_min_hf nor_min_slots nor_min_prob nor_min_lu nor_min_lc nor_max_hf nor_max_slots nor_max_prob nor_max_lu nor_max_lc nvr_med_hf nvr_med_slots nvr_med_prob nvr_med_lu nvr_med_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc nvr_min_hf nvr_min_slots nvr_min_prob nvr_min_lu nvr_min_lc
110 2.0 38534362.0 0.100999738975 38534372.0 18654489 2.0 32599882.0 0.10099985333 32599892.0 15781608 2.0 44072508.0 0.100999649959 44072518.0 21335506 2.0 36936763.0 0.100999652287 36936773.0 17881092 2.0 31182321.0 0.100999450187 31182331.0 15095366 2.0 42268385.0 0.100999595886 42268395.0 20462130
120 2.0 46981666.0 0.100999923293 46981676.0 22743829 2.0 39756827.0 0.100999829939 39756837.0 19246285 2.0 53589417.0 0.100999873475 53589427.0 25942642 2.0 45140756.0 0.100999727325 45140766.0 21852645 2.0 38171252.0 0.100999555292 38171262.0 18478708 2.0 51602279.0 0.100999764318 51602289.0 24980668
130 2.0 56793554.0 0.100999953273 56793564.0 27493764 2.0 48291621.0 0.100999890926 48291631.0 23377979 2.0 64541694.0 0.100999929078 64541704.0 31244639 2.0 54645752.0 0.100999728354 54645762.0 26454013 2.0 46377051.0 0.100999913102 46377061.0 22451135 2.0 62313034.0 0.100999883813 62313044.0 30165745
140 2.0 68105572.0 0.100999888813 68105582.0 32969912 2.0 58207734.0 0.100999880994 58207744.0 28178369 2.0 77243198.0 0.100999832719 77243208.0 37393437 2.0 65662226.0 0.100999879735 65662236.0 31787088 2.0 55965683.0 0.100999934879 55965693.0 27092992 2.0 74493741.0 0.10099978754 74493751.0 36062425
150 2.0 81023770.0 0.100999947838 81023780.0 39223612 2.0 69517196.0 0.100999739809 69517206.0 33653279 2.0 92387694.0 0.100999858838 92387704.0 44724888 2.0 78225511.0 0.100999936788 78225521.0 37868975 2.0 67036708.0 0.100999731631 67036718.0 32452475 2.0 89211809.0 0.100999941975 89211819.0 43187442
160 2.0 95689434.0 0.100999854355 95689444.0 46323260 2.0 81900226.0 0.100999868618 81900236.0 39647904 2.0 109558777.0 0.100999867613 109558787.0 53037409 2.0 92667345.0 0.100999857443 92667355.0 44860267 2.0 79370768.0 0.100999973435 79370778.0 38423394 2.0 106023840.0 0.100999818097 106023850.0 51326146
170 2.0 112591044.0 0.100999996387 112591054.0 54505329 2.0 95871272.0 0.100999872284 95871282.0 46411288 2.0 128989082.0 0.100999951536 128989092.0 62443619 2.0 109034522.0 0.100999951911 109034532.0 52783617 2.0 92924622.0 0.100999835946 92924632.0 44984814 2.0 124944431.0 0.100999908042 124944441.0 60485604
180 2.0 131788279.0 0.100999898363 131788289.0 63798711 2.0 111993008.0 0.100999925453 111993018.0 54215820 2.0 150703644.0 0.100999995514 150703654.0 72955639 2.0 127710796.0 0.100999913669 127710806.0 61824801 2.0 108465116.0 0.100999965733 108465126.0 52507967 2.0 146346460.0 0.100999932115 146346470.0 70846326
190 2.0 153524591.0 0.100999912177 153524601.0 74321259 2.0 130696886.0 0.100999871015 130696896.0 63270367 2.0 175470796.0 0.10099998495 175470806.0 84945417 2.0 148952394.0 0.100999951599 148952404.0 72107859 2.0 126420256.0 0.100999867856 126420266.0 61200051 2.0 170369609.0 0.100999997078 170369619.0 82475933
200 2.0 177762820.0 0.100999961882 177762830.0 86054986 2.0 151645222.0 0.100999916737 151645232.0 73411457 2.0 204286210.0 0.100999915878 204286220.0 98894959 2.0 172603417.0 0.100999875385 172603427.0 83557319 2.0 147136566.0 0.100999886472 147136576.0 71228816 2.0 197694842.0 0.100999982237 197694852.0 95704078
